Zeit;Kanal A
(ms);(mV)

-21,46799914;1,30044300
-21,46299914;0,92888770
-21,45799914;1,85777500
-21,45299914;0,92888770
-21,44799914;2,04355300
-21,44299914;1,48622000
-21,43799914;3,15883400
-21,43299914;0,92888770
-21,42799914;0,74311020
-21,42299914;1,48622000
-21,41799914;1,48622000
-21,41299914;0,92888770
-21,40799914;1,48622000
-21,40299914;1,48622000
-21,39799914;1,48622000
-21,39299914;1,11466500
-21,38799914;1,67199800
-21,38299914;0,92888770
-21,37799914;0,92888770
-21,37299914;0,37155510
-21,36799914;1,30044300
-21,36299914;1,11466500
-21,35799914;2,04355300
-21,35299914;0,37155510
-21,34799914;2,04355300
-21,34299914;0,92888770
-21,33799914;1,48622000
-21,33299914;1,11466500
-21,32799914;1,85777500
-21,32299914;1,85777500
-21,31799914;2,04355300
-21,31299915;1,48622000
-21,30799915;1,48622000
-21,30299915;2,04355300
-21,29799915;1,67199800
-21,29299915;1,85777500
-21,28799915;1,11466500
-21,28299915;1,11466500
-21,27799915;1,85777500
-21,27299915;0,92888770
-21,26799915;1,48622000
-21,26299915;1,11466500
-21,25799915;1,30044300
-21,25299915;1,48622000
-21,24799915;0,92888770
-21,24299915;1,67199800
-21,23799915;1,85777500
-21,23299915;1,85777500
-21,22799915;1,85777500
-21,22299915;1,85777500
-21,21799915;2,22994600
-21,21299915;1,48622000
-21,20799915;1,85777500
-21,20299915;1,67199800
-21,19799915;2,41572300
-21,19299915;2,04355300
-21,18799915;1,67199800
-21,18299915;1,85777500
-21,17799915;1,48622000
-21,17299915;2,04355300
-21,16799915;2,41572300
-21,16299915;2,04355300
-21,15799915;2,04355300
-21,15299915;2,04355300
-21,14799915;2,41572300
-21,14299915;2,04355300
-21,13799915;2,04355300
-21,13299915;2,04355300
-21,12799915;1,85777500
-21,12299915;3,15883400
-21,11799915;2,04355300
-21,11299915;2,04355300
-21,10799915;2,60150100
-21,10299915;2,04355300
-21,09799915;3,90194400
-21,09299915;1,67199800
-21,08799915;2,97305600
-21,08299915;2,04355300
-21,07799915;3,34461100
-21,07299915;3,15883400
-21,06799915;2,41572300
-21,06299915;2,41572300
-21,05799915;2,04355300
-21,05299915;2,41572300
-21,04799915;2,41572300
-21,04299915;1,48622000
-21,03799915;2,04355300
-21,03299915;2,04355300
-21,02799915;2,04355300
-21,02299915;1,67199800
-21,01799915;1,67199800
-21,01299915;1,11466500
-21,00799915;1,48622000
-21,00299915;1,85777500
-20,99799915;1,85777500
-20,99299915;1,11466500
-20,98799915;1,30044300
-20,98299915;1,67199800
-20,97799915;1,48622000
